object,relation,page
Big_Catch_Flag.html,LOCATION,Mother_%26_Child_Isle.html
Big_Catch_Flag.html,LOCATION,Windfall_Island.html
Big_Deku_Seed_Bullet_Bag.html,LOCATION,Inside_the_Deku_Tree.html
Big_Dodongo.html,LOCATION,Realm_of_the_Heavens_(location).html
Big_Green_ChuChu.html,LOCATION,Deepwood_Shrine.html
Big_Hearty_Truffle.html,LOCATION,Great_Hyrule_Forest.html
Big_Octo.html,LOCATION,Great_Sea.html
Big_Octo.html,LOCATION,Inside_Jabu-Jabu%27s_Belly.html
Big_Octo.html,LOCATION,Southern_Swamp.html
Big_Octorok.html,LOCATION,Temple_of_Droplets.html
Big_Sale_Flag.html,LOCATION,Bomb_Island.html
Big_Sale_Flag.html,LOCATION,Greatfish_Isle.html
Big_Sale_Flag.html,LOCATION,Mother_%26_Child_Isle.html
Big_Sale_Flag.html,LOCATION,Windfall_Island.html
Big_Skulltula.html,LOCATION,Forest_Temple_(Ocarina_of_Time).html
Big_Skulltula.html,LOCATION,Inside_the_Deku_Tree.html
Big_Skulltula.html,LOCATION,Shadow_Temple.html
Big_Twin_Bridge.html,COUNTRY,Hyrule.html
Big_Twin_Bridge.html,REGION,West_Necluda.html
Biggest_Deku_Seed_Bullet_Bag.html,LOCATION,Inside_the_Deku_Tree.html
Biggoron.html,HOMELAND,Holodrum.html
Biggoron.html,HOMELAND,Hyrule.html
Biggoron.html,HOMELAND,Hyrule.html
Biggoron.html,HOMELAND,Termina.html
Biggoron.html,HOMELAND,World_of_the_Ocean_King.html
Biggoron.html,HOMETOWN,Death_Mountain_Summit.html
Biggoron.html,HOMETOWN,Goron_Island.html
Biggoron.html,HOMETOWN,Goron_Mountain.html
Biggoron.html,HOMETOWN,Snowhead.html
Biggoron.html,HOMETOWN,Veil_Falls.html
Bigocto.html,LOCATION,Great_Sea.html
Bigocto.html,LOCATION,Inside_Jabu-Jabu%27s_Belly.html
Bigocto.html,LOCATION,Southern_Swamp.html
Bigocto_(Ocarina_of_Time).html,LOCATION,Inside_Jabu-Jabu%27s_Belly.html
Bilocyte.html,LOCATION,Levias.html
Bindle.html,HOMELAND,Hyrule.html
Bindle.html,HOMETOWN,Hyrule_Town.html
Bio-Electric_Cube.html,LOCATION,Inside_Jabu-Jabu%27s_Belly.html
Bipin's_and_Blossom's_Son.html,HOMELAND,Holodrum.html
Bipin's_and_Blossom's_Son.html,HOMELAND,Labrynna.html
Bipin's_and_Blossom's_Son.html,HOMETOWN,Horon_Village.html
Bipin's_and_Blossom's_Son.html,HOMETOWN,Lynna_City.html
Bipin.html,HOMELAND,Holodrum.html
Bipin.html,HOMELAND,Labrynna.html
Bipin.html,HOMETOWN,Horon_Village.html
Bipin.html,HOMETOWN,Lynna_City.html
Bird's_Peak_Rock.html,COUNTRY,Great_Sea.html
Bird-Man_Contest.html,LOCATION,Flight_Control_Platform.html
Bird-Man_Contest.html,LOCATION,Flight_Control_Platform.html
Bird-Masked_Man.html,HOMELAND,Lorule.html
Bird-Masked_Man.html,HOMETOWN,Misery_Mire_(A_Link_Between_Worlds).html
Bird_Lover.html,HOMELAND,Hyrule.html
Bird_Lover.html,HOMETOWN,Under_the_Bridge.html
Biri.html,LOCATION,Ancient_Tomb.html
Biri.html,LOCATION,Dark_World_(A_Link_to_the_Past).html
Biri.html,LOCATION,Dungeon.html
Biri.html,LOCATION,Hidden_Hole.html
Biri.html,LOCATION,House_of_Gales.html
Biri.html,LOCATION,Inside_Jabu-Jabu%27s_Belly.html
Biri.html,LOCATION,Jabu-Jabu%27s_Belly.html
Birida_Lookout.html,COUNTRY,Hyrule.html
Birida_Lookout.html,REGION,Gerudo_(Breath_of_the_Wild).html
Biron_Snowshelf.html,COUNTRY,Hyrule.html
Biron_Snowshelf.html,REGION,Hebra_Mountains.html
Blaaz.html,LOCATION,Temple_of_Fire.html
Black_Bokoblin.html,LOCATION,Bomb_Island.html
Black_Bokoblin.html,LOCATION,Cave_of_Ordeals.html
Black_Bokoblin.html,LOCATION,Cyclops_Reef.html
Black_Bokoblin.html,LOCATION,Dragon_Roost_Cavern.html
Black_Bokoblin.html,LOCATION,Dragon_Roost_Island.html
Black_Bokoblin.html,LOCATION,Faron_Woods.html
Black_Bokoblin.html,LOCATION,Fire_Mountain.html
Black_Bokoblin.html,LOCATION,Forest_Temple_(Twilight_Princess).html
Black_Bokoblin.html,LOCATION,Forest_of_Fairies.html
Black_Bokoblin.html,LOCATION,Forsaken_Fortress.html
Black_Bokoblin.html,LOCATION,Ganon%27s_Tower_(The_Wind_Waker).html
Black_Bokoblin.html,LOCATION,Hyrule.html
Black_Bokoblin.html,LOCATION,Hyrule.html
Black_Bokoblin.html,LOCATION,Hyrule_Castle_(Twilight_Princess).html
Black_Bokoblin.html,LOCATION,Hyrule_Field.html
Black_Bokoblin.html,LOCATION,Islet_of_Steel.html
Black_Bokoblin.html,LOCATION,Overlook_Island.html
Black_Bokoblin.html,LOCATION,Pawprint_Isle.html
Black_Bokoblin.html,LOCATION,Savage_Labyrinth.html
Black_Bokoblin.html,LOCATION,Six-Eye_Reef.html
Black_Bokoblin.html,LOCATION,Stone_Watcher_Island.html
Black_Bokoblin.html,LOCATION,Wind_Temple.html
Black_Hinox.html,LOCATION,East_Necluda.html
Black_Hinox.html,LOCATION,Giant%27s_Forest.html
Black_Hinox.html,LOCATION,Hyrule_Castle_(Breath_of_the_Wild).html
Black_Hinox.html,LOCATION,Hyrule_Field.html
Black_Knight.html,LOCATION,Dark_Hyrule_Castle.html
Black_Orb.html,LOCATION,Shrine_of_Illusion.html
Black_Tower.html,LOCATION,Lynna_City.html
Black_Tower.html,LOCATION,Lynna_City.html
Black_Tower.html,LOCATION,Lynna_Village.html
Black_Tower_Turret.html,LOCATION,Lynna_City.html
Black_Tower_Turret.html,LOCATION,Lynna_Village.html
Blacksmith's_Wife.html,HOMELAND,Hyrule.html
Blacksmith.html,HOMELAND,Hyrule.html
Blade_Trap.html,LOCATION,Dungeon.html
Blades_of_the_Yiga.html,LOCATION,Kara_Kara_Bazaar.html
Bladon.html,HOMELAND,Hyrule.html
Bladon.html,HOMETOWN,Goron_City.html
Blaino's_Gym.html,COUNTRY,Holodrum.html
Blaino's_Gym.html,REGION,Natzu.html
Blaino_(Link's_Awakening).html,LOCATION,Turtle_Rock_(Link%27s_Awakening).html
Blaino_(Oracle_of_Seasons).html,HOMELAND,Holodrum.html
Blaino_(Oracle_of_Seasons).html,HOMETOWN,North_Horon.html
Blast_Mask.html,LOCATION,North_Clock_Town.html
Blastworm.html,LOCATION,Forest_Temple_(Spirit_Tracks).html
Blastworm.html,LOCATION,Take_%27Em_All_On.html
Blatchery_Plain.html,COUNTRY,Hyrule.html
Blatchery_Plain.html,REGION,West_Necluda.html
Blazing_Trail.html,COUNTRY,Hytopia.html
Blazing_Trail.html,LOCATION,Drablands.html
Blazing_Trail.html,REGION,Volcano_(Tri_Force_Heroes).html
Blind.html,LOCATION,Palace_of_the_Four_Sword.html
Blind.html,LOCATION,Thieves%27_Town_(A_Link_to_the_Past).html
Blizzagia.html,LOCATION,Ice_Temple_(Tri_Force_Heroes).html
Blizzeta.html,LOCATION,Snowpeak_Ruins.html
Blizzrobe.html,LOCATION,Hebra_Mountains.html
Blizzrobe.html,LOCATION,Hyrule_Field.html
Blood_Moon.html,COUNTRY,Hyrule.html
Blood_Moon.html,LOCATION,Hyrule.html
Blood_Moon.html,REGION,Greater_Hyrule.html
Bloodleaf_Lake.html,COUNTRY,Hyrule.html
Bloodleaf_Lake.html,REGION,Deep_Akkala.html
Blooper.html,LOCATION,Catfish%27s_Maw.html
Blossom.html,HOMELAND,Holodrum.html
Blossom.html,HOMELAND,Labrynna.html
Blossom.html,HOMETOWN,Horon_Village.html
Blossom.html,HOMETOWN,Lynna_City.html
Bludo.html,HOMELAND,Hyrule.html
Bludo.html,HOMETOWN,Goron_City.html
Blue_Bokoblin.html,LOCATION,Bomb_Island.html
Blue_Bokoblin.html,LOCATION,Cave_of_Ordeals.html
Blue_Bokoblin.html,LOCATION,Cyclops_Reef.html
Blue_Bokoblin.html,LOCATION,Dragon_Roost_Cavern.html
Blue_Bokoblin.html,LOCATION,Dragon_Roost_Island.html
Blue_Bokoblin.html,LOCATION,Faron_Woods.html
Blue_Bokoblin.html,LOCATION,Fire_Mountain.html
Blue_Bokoblin.html,LOCATION,Forest_Temple_(Twilight_Princess).html
Blue_Bokoblin.html,LOCATION,Forest_of_Fairies.html
Blue_Bokoblin.html,LOCATION,Forsaken_Fortress.html
Blue_Bokoblin.html,LOCATION,Ganon%27s_Tower_(The_Wind_Waker).html
Blue_Bokoblin.html,LOCATION,Hyrule.html
Blue_Bokoblin.html,LOCATION,Hyrule.html
Blue_Bokoblin.html,LOCATION,Hyrule_Castle_(Twilight_Princess).html
Blue_Bokoblin.html,LOCATION,Hyrule_Field.html
Blue_Bokoblin.html,LOCATION,Islet_of_Steel.html
Blue_Bokoblin.html,LOCATION,Overlook_Island.html
Blue_Bokoblin.html,LOCATION,Pawprint_Isle.html
Blue_Bokoblin.html,LOCATION,Savage_Labyrinth.html
Blue_Bokoblin.html,LOCATION,Six-Eye_Reef.html
Blue_Bokoblin.html,LOCATION,Stone_Watcher_Island.html
Blue_Bokoblin.html,LOCATION,Wind_Temple.html
Blue_Candle.html,LOCATION,Shop.html
Blue_Chu.html,LOCATION,Cave_of_Ordeals.html
Blue_Chu.html,LOCATION,Dig_Cavern.html
Blue_Chu.html,LOCATION,Dungeon.html
Blue_Chu.html,LOCATION,Lakebed_Temple.html
Blue_Chu.html,LOCATION,Lantern_Cavern.html
Blue_Flame.html,LOCATION,Isle_of_Rabac.html
Blue_Hinox.html,LOCATION,Applean_Forest.html
Blue_Hinox.html,LOCATION,Hyrule_Field.html
Blue_Hinox.html,LOCATION,Lanayru_Great_Spring.html
Blue_Knight.html,HOMELAND,Hyrule.html
Blue_Lizalfos.html,LOCATION,Cave_of_Ordeals.html
Blue_Lizalfos.html,LOCATION,Dodongo%27s_Cavern.html
Blue_Lizalfos.html,LOCATION,Earth_Temple_(Skyward_Sword).html
Blue_Lizalfos.html,LOCATION,Gerudo_Desert.html
Blue_Lizalfos.html,LOCATION,Hyrule_Castle_(Twilight_Princess).html
Blue_Lizalfos.html,LOCATION,Hyrule_Field.html
Blue_Lizalfos.html,LOCATION,Lakebed_Temple.html
Blue_Lizalfos.html,LOCATION,Lanayru_Great_Spring.html
Blue_Lizalfos.html,LOCATION,Pirate_Stronghold.html
Blue_Lizalfos.html,LOCATION,Shipyard_(Skyward_Sword).html
Blue_Lizalfos.html,LOCATION,Spirit_Temple.html
Blue_Lizalfos.html,LOCATION,Temple_of_Time_(Twilight_Princess).html
Blue_Lizalfos.html,LOCATION,Volcano_Summit.html
Blue_Lizalfos.html,LOCATION,Zonai_Ruins.html
Blue_Nightshade.html,LOCATION,West_Necluda.html
Blue_Ore.html,LOCATION,Subrosia.html
Blue_Ring.html,LOCATION,Shop.html
Blue_Snake.html,HOMELAND,Holodrum.html
Blue_Snake.html,HOMELAND,Labrynna.html
Blue_Snake.html,HOMETOWN,Horon_Village.html
Blue_Snake.html,HOMETOWN,Lynna_City.html
Blue_Stalfos.html,LOCATION,Ancient_Tomb.html
Blupee.html,HOMELAND,Hyrule.html
Blynne.html,HOMELAND,Hyrule.html
Blynne.html,HOMETOWN,Highland_Stable.html
Boat_Cruise.html,LOCATION,Southern_Swamp.html
Boat_Rental_Cabin.html,LOCATION,Upper_Zora%27s_River.html
Boating_Course.html,COUNTRY,Great_Sea.html
Bob.html,HOMELAND,New_Hyrule.html
Bohrin.html,HOMELAND,Hyrule.html
Bohrin.html,HOMETOWN,Southern_Mine.html
Boko_Bat.html,LOCATION,Hyrule_Field.html
Boko_Bat.html,LOCATION,West_Necluda.html
Boko_Shield.html,LOCATION,Hyrule_Field.html
Boko_Shield.html,LOCATION,West_Necluda.html
Bokoblin.html,LOCATION,Bomb_Island.html
Bokoblin.html,LOCATION,Cave_of_Ordeals.html
Bokoblin.html,LOCATION,Cyclops_Reef.html
Bokoblin.html,LOCATION,Dragon_Roost_Cavern.html
Bokoblin.html,LOCATION,Dragon_Roost_Island.html
Bokoblin.html,LOCATION,Faron_Woods.html
Bokoblin.html,LOCATION,Fire_Mountain.html
Bokoblin.html,LOCATION,Forest_Temple_(Twilight_Princess).html
Bokoblin.html,LOCATION,Forest_of_Fairies.html
Bokoblin.html,LOCATION,Forsaken_Fortress.html
Bokoblin.html,LOCATION,Ganon%27s_Tower_(The_Wind_Waker).html
Bokoblin.html,LOCATION,Hyrule.html
Bokoblin.html,LOCATION,Hyrule.html
Bokoblin.html,LOCATION,Hyrule_Castle_(Twilight_Princess).html
Bokoblin.html,LOCATION,Hyrule_Field.html
Bokoblin.html,LOCATION,Islet_of_Steel.html
Bokoblin.html,LOCATION,Overlook_Island.html
Bokoblin.html,LOCATION,Pawprint_Isle.html
Bokoblin.html,LOCATION,Savage_Labyrinth.html
Bokoblin.html,LOCATION,Six-Eye_Reef.html
Bokoblin.html,LOCATION,Stone_Watcher_Island.html
Bokoblin.html,LOCATION,Wind_Temple.html
Bokoblin_Base.html,COUNTRY,Hyrule.html
Bokoblin_Base.html,REGION,Eldin_Volcano.html
Bokoblin_Captain.html,LOCATION,Hyrule_Field.html
Bokoblin_Captain.html,LOCATION,Sealed_Grounds.html
Bokoblin_Captain.html,LOCATION,Skyloft.html
Bokoblin_Mask.html,LOCATION,Fang_and_Bone.html
Bokoblin_Summoner.html,LOCATION,Valley_of_Seers.html
Bokoblins.html,LOCATION,Bomb_Island.html
Bokoblins.html,LOCATION,Cave_of_Ordeals.html
Bokoblins.html,LOCATION,Cyclops_Reef.html
Bokoblins.html,LOCATION,Dragon_Roost_Cavern.html
Bokoblins.html,LOCATION,Dragon_Roost_Island.html
Bokoblins.html,LOCATION,Faron_Woods.html
Bokoblins.html,LOCATION,Fire_Mountain.html
Bokoblins.html,LOCATION,Forest_Temple_(Twilight_Princess).html
Bokoblins.html,LOCATION,Forest_of_Fairies.html
Bokoblins.html,LOCATION,Forsaken_Fortress.html
Bokoblins.html,LOCATION,Ganon%27s_Tower_(The_Wind_Waker).html
Bokoblins.html,LOCATION,Hyrule.html
Bokoblins.html,LOCATION,Hyrule.html
Bokoblins.html,LOCATION,Hyrule_Castle_(Twilight_Princess).html
Bokoblins.html,LOCATION,Hyrule_Field.html
Bokoblins.html,LOCATION,Islet_of_Steel.html
Bokoblins.html,LOCATION,Overlook_Island.html
Bokoblins.html,LOCATION,Pawprint_Isle.html
Bokoblins.html,LOCATION,Savage_Labyrinth.html
Bokoblins.html,LOCATION,Six-Eye_Reef.html
Bokoblins.html,LOCATION,Stone_Watcher_Island.html
Bokoblins.html,LOCATION,Wind_Temple.html
Boldon.html,HOMELAND,Hyrule.html
Boldon.html,HOMETOWN,Goron_City.html
Bolson.html,HOMELAND,Hyrule.html
Bolson.html,HOMETOWN,Hateno_Village.html
Bomb-Shop_Man.html,HOMELAND,Lorule.html
Bomb-Shop_Man.html,HOMETOWN,Thieves%27_Town_(A_Link_Between_Worlds).html
Bomb.html,LOCATION,Bomb_Shop.html
Bomb.html,LOCATION,Shop.html
Bomb.html,LOCATION,Treasure_Chest.html
Bomb_Fish.html,LOCATION,Bridge_of_Eldin.html
Bomb_Fish.html,LOCATION,Dig_Cavern.html
Bomb_Fish.html,LOCATION,Lakebed_Temple.html
Bomb_Garden.html,COUNTRY,World_of_the_Ocean_King.html
Bomb_Garden.html,REGION,Cannon_Island.html
Bomb_Island.html,COUNTRY,Great_Sea.html
Bomb_Shop.html,LOCATION,Dark_World_(A_Link_to_the_Past).html
Bomb_Shop.html,LOCATION,Kakariko_Village.html
Bomb_Shop.html,LOCATION,West_Clock_Town.html
Bomb_Shop.html,LOCATION,Windfall_Island.html
Bomb_Storage.html,COUNTRY,Hytopia.html
Bomb_Storage.html,LOCATION,Drablands.html
Bomb_Storage.html,REGION,Fortress_(Tri_Force_Heroes).html
Bombarossa.html,LOCATION,Palace_of_Winds_(The_Minish_Cap).html
Bombchu_Bag.html,LOCATION,Dee_Ess_Island.html
Bombchu_Bag.html,LOCATION,Goron_Island_Shop.html
Bombchu_Bag.html,LOCATION,Goron_Temple.html
Bombchu_Bowling_Alley.html,LOCATION,Hyrule_Castle_Town.html
Bombchu_Bowling_Alley.html,LOCATION,Hyrule_Castle_Town.html
Bombchu_Bowling_Game.html,LOCATION,Hyrule_Castle_Town.html
Bombchu_Shop.html,LOCATION,Hyrule_Castle_Town.html
Bombers'_Hideout.html,COUNTRY,Termina.html
Bombers'_Hideout.html,REGION,East_Clock_Town.html
Bombers.html,LOCATION,Clock_Town.html
Bombers_Secret_Society_of_Justice.html,LOCATION,Clock_Town.html
Bombs.html,LOCATION,Bomb_Shop.html
Bombs.html,LOCATION,Shop.html
Bombs.html,LOCATION,Treasure_Chest.html
Bone_Pond.html,COUNTRY,Hyrule.html
Bone_Pond.html,REGION,Lanayru_(Breath_of_the_Wild).html
Bone_Putter.html,LOCATION,Color_Dungeon.html
Boneyard_Bridge.html,COUNTRY,Hyrule.html
Boneyard_Bridge.html,REGION,Hyrule_Field.html
Bongo_Bongo.html,LOCATION,Shadow_Temple.html
Bonooru's_Stand.html,COUNTRY,Hyrule.html
Bonooru's_Stand.html,REGION,West_Necluda.html
Bonooru.html,HOMELAND,Hyrule.html
Bonooru.html,HOMETOWN,Lake_Hylia.html
Bonus_Course.html,LOCATION,Tingle%27s_Tower.html
BonÇ_Pond.html,COUNTRY,Hyrule.html
Book_of_Magic.html,LOCATION,Level-4_(The_Legend_of_Zelda).html
Book_of_Magic.html,LOCATION,Level-8_(The_Legend_of_Zelda).html
Book_of_Magic.html,LOCATION,Village_of_the_Blue_Maiden.html
Boom_Bam_Golf.html,LOCATION,Tanagar_Canyon_Course.html
Boomerang.html,LOCATION,Cave.html
Boomerang.html,LOCATION,Dance_Hall.html
Boomerang.html,LOCATION,Forbidden_Woods.html
Boomerang.html,LOCATION,Hyrule_Castle_(A_Link_to_the_Past).html
Boomerang.html,LOCATION,Hyrule_Town_Shop.html
Boomerang.html,LOCATION,Inside_Jabu-Jabu%27s_Belly.html
Boomerang.html,LOCATION,Kakariko_Village.html
Boomerang.html,LOCATION,Level-1_(The_Legend_of_Zelda).html
Boomerang.html,LOCATION,Ravio%27s_Shop.html
Boomerang.html,LOCATION,Shooting_Gallery.html
Boomerang.html,LOCATION,Snow_Temple.html
Boomerang.html,LOCATION,Temple_of_Fire.html
Boomerang.html,LOCATION,Toronbo_Shores.html
Boomerang_Dealer.html,HOMELAND,Koholint_Island.html
Boomerang_Dealer.html,HOMETOWN,Toronbo_Shores.html
Boon.html,LOCATION,Hyrule.html
Borlov.html,HOMELAND,Hyrule.html
Borlov.html,HOMETOWN,Hyrule_Town.html
Bosh_Kala.html,HOMELAND,Hyrule.html
Bosh_Kala.html,HOMETOWN,Bosh_Kala_Shrine.html
Bosh_Kala_Shrine.html,LOCATION,Great_Plateau.html
Boss_Blin.html,HOMELAND,Great_Sea.html
Boss_Challenge.html,LOCATION,Link%27s_House.html
Bot_Pillar.html,LOCATION,Dungeon.html
Botrick.html,HOMELAND,Hyrule.html
Botrick.html,HOMETOWN,Hyrule_Field.html
Bottle_Grotto.html,LOCATION,Goponga_Swamp.html
Bottle_Grotto.html,LOCATION,Goponga_Swamp.html
Bottom_of_the_Pot.html,COUNTRY,Hyrule.html
Bottom_of_the_Pot.html,REGION,Temple_of_Droplets.html
Bottom_of_the_Well.html,LOCATION,Kakariko_Village.html
Bottom_of_the_Well.html,LOCATION,Kakariko_Village.html
Bottomless_Bog.html,COUNTRY,Hyrule.html
Bottomless_Bog.html,REGION,Bottomless_Swamp.html
Bottomless_Bog.html,REGION,Dragon_Bone_Mire.html
Bottomless_Bog.html,REGION,Great_Hyrule_Forest.html
Bottomless_Bog.html,REGION,Great_Plateau.html
Bottomless_Bog.html,REGION,Mido_Swamp.html
Bottomless_Bog.html,REGION,Military_Training_Camp.html
Bottomless_Bog.html,REGION,Rauru_Settlement_Ruins.html
Bottomless_Swamp.html,COUNTRY,Hyrule.html
Boulder.html,LOCATION,Death_Mountain.html
Boulder.html,LOCATION,Death_Mountain.html
Boulder.html,LOCATION,Death_Mountain_Trail.html
Boulder.html,LOCATION,Fire_Realm.html
Boulder.html,LOCATION,Fire_Sanctuary_(Spirit_Tracks).html
Boulder.html,LOCATION,Fire_Temple_(Spirit_Tracks).html
Boulder.html,LOCATION,Isle_of_Ember.html
Boulder.html,LOCATION,Mount_Crenel.html
Boulder.html,LOCATION,Mountain_of_Fire.html
Boulder.html,LOCATION,Restoration_Wall.html
Boulder.html,LOCATION,Sand_Temple.html
Boulder.html,LOCATION,Temple_of_Fire.html
Boulder.html,LOCATION,Turtle_Rock_(Link%27s_Awakening).html
Bouldering_Guy.html,HOMELAND,Hyrule.html
Bouldering_Guy.html,HOMETOWN,Kakariko_Village.html
Bow-Wow.html,HOMELAND,Hyrule.html
Bow-Wow.html,HOMELAND,Hyrule.html
Bow-Wow.html,HOMELAND,Hyrule.html
Bow-Wow.html,HOMELAND,Koholint_Island.html
Bow.html,LOCATION,Level-1_(The_Legend_of_Zelda).html
Bow.html,LOCATION,Level-5_(The_Legend_of_Zelda).html
Bow_&_Arrow.html,LOCATION,Level-1_(The_Legend_of_Zelda).html
Bow_&_Arrow.html,LOCATION,Level-5_(The_Legend_of_Zelda).html
Bow_&_Arrows.html,LOCATION,Level-1_(The_Legend_of_Zelda).html
Bow_&_Arrows.html,LOCATION,Level-5_(The_Legend_of_Zelda).html
Bow_and_Arrow.html,LOCATION,Level-1_(The_Legend_of_Zelda).html
Bow_and_Arrow.html,LOCATION,Level-5_(The_Legend_of_Zelda).html
Boxing.html,LOCATION,Blaino%27s_Gym.html
Boxing.html,LOCATION,Death_Mountain.html
Boy_in_the_Graveyard.html,HOMELAND,Hyrule.html
Boy_in_the_Graveyard.html,HOMETOWN,Kakariko_Village.html
Bozai.html,HOMELAND,Hyrule.html
Bozai.html,HOMETOWN,Gerudo_Town.html
Brac.html,HOMELAND,Termina.html
Branli.html,HOMELAND,Hyrule.html
Branli.html,HOMETOWN,Ridgeland_Tower.html
Brant.html,HOMELAND,World_of_the_Ocean_King.html
Brant.html,LOCATION,Isle_of_Ruins.html
Brazen_Beak.html,LOCATION,Rito_Village.html
Breach_of_Demise.html,COUNTRY,Hyrule.html
Breach_of_Demise.html,REGION,Hyrule_Ridge.html
Breen.html,HOMELAND,Hyrule.html
Breen.html,HOMETOWN,Woodland_Stable.html
Breman_Peak.html,COUNTRY,Hyrule.html
Bremeur.html,HOMELAND,World_of_the_Ocean_King.html
Bremeur.html,LOCATION,Isle_of_Ruins.html
Bremor.html,HOMELAND,Hyrule.html
Bremor.html,HOMELAND,Termina.html
Bremor.html,LOCATION,Eastern_Hills.html
Bremor.html,LOCATION,Gerudo_Valley.html
Bremor.html,LOCATION,Hyrule_Town.html
Bremor.html,LOCATION,Kakariko_Village.html
Bremor.html,LOCATION,Mayor%27s_Official_Residence.html
Bremor.html,LOCATION,North_Hyrule_Field.html
Bremor.html,LOCATION,Nuun_Highlands.html
Bremor.html,LOCATION,South_Clock_Town.html
Brent.html,HOMELAND,Hyrule.html
Brent.html,LOCATION,Eastern_Hills.html
Brent.html,LOCATION,Gerudo_Valley.html
Brent.html,LOCATION,Hyrule_Town.html
Brent.html,LOCATION,Kakariko_Village.html
Brent.html,LOCATION,Mayor%27s_Official_Residence.html
Brent.html,LOCATION,North_Hyrule_Field.html
Brent.html,LOCATION,Nuun_Highlands.html
Brent.html,LOCATION,South_Clock_Town.html
Breve.html,HOMELAND,Hyrule.html
Breve.html,HOMETOWN,Hyrule_Town.html
Bridge_Worker.html,HOMELAND,New_Hyrule.html
Bridge_Worker.html,HOMETOWN,Snow_Realm.html
Bridge_of_Eldin.html,COUNTRY,Hyrule.html
Bridge_of_Eldin.html,REGION,Eldin_Province.html
Bridge_of_Eldin_(Breath_of_the_Wild).html,COUNTRY,Hyrule.html
Bridge_of_Eldin_(Breath_of_the_Wild).html,REGION,Eldin_Canyon.html
Bridge_of_Eldin__Defender.html,COUNTRY,Hyrule.html
Bridge_of_Eldin__Defender.html,REGION,Bridge_of_Eldin.html
Bridge_of_Hylia.html,COUNTRY,Hyrule.html
Bridge_of_Hylia.html,REGION,Lake_Hylia.html
Bridge_of_Hylia_(Breath_of_the_Wild).html,COUNTRY,Hyrule.html
Bridge_of_Hylia_(Breath_of_the_Wild).html,REGION,Lake_Hylia.html
Brigo.html,HOMELAND,Hyrule.html
Brigo.html,HOMETOWN,West_Necluda.html
Broca_Island.html,COUNTRY,Hyrule.html
Broca_Island.html,REGION,Eldin_Canyon.html
Brocco.html,HOMELAND,Hyrule.html
Brocco.html,HOMETOWN,Hyrule_Town.html
Broken_Giant's_Knife.html,LOCATION,Coast_of_No_Return.html
Broken_Goron's_Sword.html,LOCATION,Coast_of_No_Return.html
Broken_Goron_Sword.html,LOCATION,Coast_of_No_Return.html
Broken_Sword.html,LOCATION,Coast_of_No_Return.html
Brokka.html,HOMELAND,Hyrule.html
Bronas_Forest.html,COUNTRY,Hyrule.html
Bronzi.html,HOMELAND,Hyrule.html
Bronzi.html,HOMETOWN,Eldin_Volcano.html
Brown_Cucco.html,HOMELAND,Hyrule.html
Brynna_Plain.html,COUNTRY,Hyrule.html
Brynna_Plain.html,REGION,Lanayru_(Breath_of_the_Wild).html
Bubinga_Forest.html,COUNTRY,Hyrule.html
Bubinga_Forest.html,REGION,West_Necluda.html
Bucha.html,HOMELAND,Hyrule.html
Bucha.html,HOMETOWN,Faron_Woods.html
Bucking_Bronco.html,LOCATION,Tingle%27s_Tower.html
Bug-Catching_Kid.html,HOMELAND,Hyrule.html
Bug-Catching_Kid.html,HOMETOWN,Kakariko_Village.html
Bug_Heaven.html,LOCATION,Bug_Rock.html
Bug_Rock.html,COUNTRY,The_Sky.html
Bug_Rock.html,REGION,Thunderhead.html
Bugut.html,HOMELAND,Hyrule.html
Bugut.html,HOMETOWN,West_Necluda.html
Bulblin.html,LOCATION,Bulblin_Camp.html
Bulblin.html,LOCATION,Cave_of_Ordeals.html
Bulblin.html,LOCATION,Death_Mountain.html
Bulblin.html,LOCATION,Fire_Realm.html
Bulblin.html,LOCATION,Forest_Realm.html
Bulblin.html,LOCATION,Gerudo_Desert.html
Bulblin.html,LOCATION,Goron_Mines.html
Bulblin.html,LOCATION,Hidden_Village.html
Bulblin.html,LOCATION,Hyrule_Castle_(Twilight_Princess).html
Bulblin.html,LOCATION,Hyrule_Field.html
Bulblin.html,LOCATION,Ordon_Village.html
Bulblin.html,LOCATION,Snow_Realm.html
Bulblin_Camp.html,COUNTRY,Hyrule.html
Bulblin_Camp.html,REGION,Desert_Province.html
Bulblin_Captain.html,LOCATION,Eldin_Caves.html
Bulblin_Captain.html,LOCATION,Faron_Woods.html
Bulblin_Captain.html,LOCATION,Gerudo_Desert.html
Bulblin_Captain.html,LOCATION,Palace_of_Twilight.html
Bulblin_Captain.html,LOCATION,Twilight_Field.html
Bulblin_Summoner.html,LOCATION,Eldin_Caves.html
Buliara.html,HOMELAND,Hyrule.html
Buliara.html,HOMETOWN,Gerudo_Town.html
Bullbo.html,LOCATION,Hyrule.html
Bullet_Bag.html,LOCATION,Inside_the_Deku_Tree.html
Bully's_Friend.html,HOMELAND,Hyrule.html
Bully.html,HOMELAND,Hyrule.html
Bulu.html,HOMELAND,New_Hyrule.html
Bulu.html,HOMETOWN,Anouki_Village.html
Bunny_Link.html,HOMELAND,Dark_World_(A_Link_to_the_Past).html
Burning_Gloves.html,LOCATION,Ganon%27s_Castle.html
Burning_Gloves.html,LOCATION,Spirit_Temple.html
