,from,relationship,to
917,202,INHABITANTS,4969
918,203,FIRST_APPEARANCE,7776
919,203,FIRST_APPEARANCE,27
920,203,LOCATION,7045
921,203,WARES,3520
922,203,WARES,5981
923,203,WARES,6021
924,203,WARES,6182
925,203,WARES,6845
926,203,WARES,8086
927,203,OWNER,201
928,204,FIRST_APPEARANCE,3802
929,204,FOUND,75
930,204,FOUND,4244
931,204,USE,1686
932,205,FIRST_APPEARANCE,7760
933,205,FIRST_APPEARANCE,25
934,205,COUNTRY,5425
935,205,REGION,7044
936,205,POINT_OF_INTEREST,7276
937,205,INHABITANTS,206
938,205,INHABITANTS,788
939,205,INHABITANTS,3674
940,205,INHABITANTS,4238
941,205,INHABITANTS,5475
942,205,INHABITANTS,8560
943,205,INHABITANTS,8561
944,206,FIRST_APPEARANCE,7776
945,206,FIRST_APPEARANCE,27
946,206,HOMELAND,5425
947,206,HOMETOWN,3243
948,206,HOMETOWN,205
949,206,RACE,3195
950,208,FIRST_APPEARANCE,7694
951,208,FIRST_APPEARANCE,10
952,208,APPEARANCES,7694
953,208,APPEARANCES,7720
954,208,APPEARANCES,7747
955,208,APPEARANCES,7753
956,208,APPEARANCES,7709
957,208,APPEARANCES,7712
958,208,APPEARANCES,7782
959,208,APPEARANCES,7689
960,208,EFFECTIVE_WEAPON,676
961,208,EFFECTIVE_WEAPON,4783
962,208,EFFECTIVE_WEAPON,3447
963,208,EFFECTIVE_WEAPON,709
964,208,EFFECTIVE_WEAPON,8005
965,209,FIRST_APPEARANCE,7720
966,209,FIRST_APPEARANCE,11
967,209,LOCATION,2249
968,209,WEAPON,4550
969,209,EFFECTIVE_WEAPON,626
970,210,FIRST_APPEARANCE,7795
971,210,FIRST_APPEARANCE,33
972,210,FOUND,2753
973,210,USE,4946
974,212,FIRST_APPEARANCE,7782
975,212,FIRST_APPEARANCE,23
976,212,HOMELAND,3766
977,212,HOMETOWN,3797
978,212,RACE,3745
979,213,FIRST_APPEARANCE,7789
980,213,FIRST_APPEARANCE,21
981,213,HOMELAND,3345
982,213,HOMETOWN,8478
983,213,RACE,3745
984,214,FIRST_APPEARANCE,7736
985,214,FIRST_APPEARANCE,16
986,214,LOCATION,7190
987,214,EFFECTIVE_WEAPON,2586
988,214,EFFECTIVE_WEAPON,2076
989,215,FIRST_APPEARANCE,7701
990,215,FIRST_APPEARANCE,35
991,215,FOUND,6882
992,216,FIRST_APPEARANCE,7694
993,216,FIRST_APPEARANCE,10
994,216,APPEARANCES,7694
995,216,APPEARANCES,7798
996,216,APPEARANCES,7689
997,216,APPEARANCES,7701
998,216,FOUND,3776
999,216,FOUND,380
1000,216,FOUND,2916
1001,216,FOUND,2942
1002,216,USE,3519
1003,216,USE,3519
1004,216,USE,3519
1005,217,FIRST_APPEARANCE,7701
1006,217,FIRST_APPEARANCE,35
1007,217,FOUND,1693
1008,217,FOUND,216
1009,217,FOUND,840
1010,217,FOUND,3076
1011,217,FOUND,7503
1012,218,FIRST_APPEARANCE,7701
1013,218,FIRST_APPEARANCE,35
1014,218,COUNTRY,3766
1015,220,FIRST_APPEARANCE,7795
1016,220,FIRST_APPEARANCE,33
1017,220,FOUND,6282
1018,220,USE,4946
1019,221,FIRST_APPEARANCE,7701
1020,221,FIRST_APPEARANCE,35
1021,221,COUNTRY,3766
1022,222,FIRST_APPEARANCE,7701
1023,222,FIRST_APPEARANCE,35
1024,222,COUNTRY,3766
1025,224,FIRST_APPEARANCE,7753
1026,224,FIRST_APPEARANCE,19
1027,224,LOCATION,3073
1028,224,EFFECTIVE_WEAPON,7464
1029,224,SPOILS,3520
1030,224,SPOILS,2419
1031,225,FIRST_APPEARANCE,7673
1032,225,FIRST_APPEARANCE,5
1033,225,LOCATION,2220
1034,225,EFFECTIVE_WEAPON,626
1035,225,EFFECTIVE_WEAPON,7464
1036,225,SPOILS,3520
1037,225,SPOILS,8113
1038,226,FIRST_APPEARANCE,7767
1039,226,FIRST_APPEARANCE,29
1040,226,LOCATION,159
1041,226,LOCATION,4375
1042,226,LOCATION,4380
1043,226,LOCATION,6583
1044,226,EFFECTIVE_WEAPON,3445
1045,226,EFFECTIVE_WEAPON,7464
1046,226,EFFECTIVE_WEAPON,626
1047,226,EFFECTIVE_WEAPON,709
1048,226,EFFECTIVE_WEAPON,7004
1049,226,EFFECTIVE_WEAPON,2150
1050,226,EFFECTIVE_WEAPON,8431
1051,226,SPOILS,3977
1052,228,FIRST_APPEARANCE,7701
1053,228,FIRST_APPEARANCE,35
1054,228,COUNTRY,3766
1055,228,REGION,2956
1056,228,INHABITANTS,5203
1057,228,INHABITANTS,4619
1058,229,GAME,7798
1059,229,GAME,24
1060,229,LOCATION,2956
1061,229,MAIN_ITEM,7171
1062,229,MINI_BOSS,1942
1063,229,BOSS,7256
1064,230,FIRST_APPEARANCE,4541
1065,230,FIRST_APPEARANCE,25
1066,230,COUNTRY,3766
1067,230,REGION,779
1068,231,FIRST_APPEARANCE,7807
1069,231,LANGUAGE,3753
1070,231,CURRENCY,6442
1071,231,DOMINANT_RACE,3745
1072,232,FIRST_APPEARANCE,7694
1073,232,FIRST_APPEARANCE,10
1074,232,APPEARANCES,7694
1075,232,APPEARANCES,7712
1076,232,APPEARANCES,7689
1077,232,WEAPON,7464
1078,232,WEAPON,626
1079,232,WEAPON,709
1080,232,EFFECTIVE_WEAPON,7464
1081,232,EFFECTIVE_WEAPON,3591
1082,232,EFFECTIVE_WEAPON,3684
1083,232,SPOILS,3519
1084,232,SPOILS,6442
1085,232,SPOILS,4946
1086,232,SPOILS,4946
1087,232,SPOILS,4946
1088,233,FIRST_APPEARANCE,7701
1089,233,FIRST_APPEARANCE,35
1090,233,HOMELAND,3766
1091,233,HOMETOWN,2979
1092,234,FIRST_APPEARANCE,3801
1093,234,FIRST_APPEARANCE,32
1094,234,APPEARANCES,3801
1095,234,APPEARANCES,3802
1096,234,FOUND,236
1097,234,USE,4946
1098,235,FIRST_APPEARANCE,3801
1099,235,FIRST_APPEARANCE,32
1100,235,APPEARANCES,3801
1101,235,APPEARANCES,3802
1102,235,FOUND,236
1103,235,USE,4946
1104,236,FIRST_APPEARANCE,7798
1105,236,FIRST_APPEARANCE,24
1106,236,APPEARANCES,7798
1107,236,APPEARANCES,3801
1108,236,APPEARANCES,3802
1109,236,LOCATION,1624
1110,236,LOCATION,5664
1111,236,LOCATION,2881
1112,236,LOCATION,75
1113,236,WEAPON,793
1114,236,EFFECTIVE_WEAPON,2150
1115,236,EFFECTIVE_WEAPON,3902
1116,236,EFFECTIVE_WEAPON,7464
1117,236,EFFECTIVE_WEAPON,3684
1118,236,EFFECTIVE_WEAPON,1632
1119,236,EFFECTIVE_WEAPON,2696
1120,236,EFFECTIVE_WEAPON,2610
1121,236,SPOILS,3520
1122,236,SPOILS,5145
1123,236,SPOILS,4946
1124,236,SPOILS,793
1125,237,FIRST_APPEARANCE,7701
1126,237,FIRST_APPEARANCE,35
1127,237,HOMELAND,3766
1128,237,HOMETOWN,7496
1129,237,RACE,3745
1130,238,FIRST_APPEARANCE,7701
1131,238,FIRST_APPEARANCE,35
1132,238,COUNTRY,3766
1133,239,FIRST_APPEARANCE,7720
1134,239,FIRST_APPEARANCE,11
1135,239,APPEARANCES,7720
1136,239,APPEARANCES,7747
1137,239,APPEARANCES,7753
1138,239,ATTACK_METHOD,4550
1139,239,EFFECTIVE_WEAPON,7167
1140,240,FIRST_APPEARANCE,7701
1141,240,FIRST_APPEARANCE,35
1142,240,HOMELAND,3766
1143,240,HOMETOWN,4712
1144,240,RACE,3745
1145,241,FIRST_APPEARANCE,7798
1146,241,FIRST_APPEARANCE,24
1147,241,LOCATION,7591
1148,241,WEAPON,317
1149,241,EFFECTIVE_WEAPON,271
1150,241,EFFECTIVE_WEAPON,2130
1151,241,EFFECTIVE_WEAPON,7464
1152,241,SPOILS,3520
1153,241,SPOILS,5145
1154,242,FIRST_APPEARANCE,7701
1155,242,FIRST_APPEARANCE,35
1156,242,USE,8151
1157,242,USE,4550
1158,244,FIRST_APPEARANCE,7747
1159,244,FIRST_APPEARANCE,7753
1160,244,FIRST_APPEARANCE,19
1161,244,FOUND,3338
1162,245,FIRST_APPEARANCE,7747
1163,245,FIRST_APPEARANCE,7753
1164,245,FIRST_APPEARANCE,19
1165,245,FOUND,3224
1166,246,FIRST_APPEARANCE,7747
1167,246,FIRST_APPEARANCE,7753
1168,246,FIRST_APPEARANCE,19
1169,246,FOUND,3592
1170,247,FIRST_APPEARANCE,7709
1171,247,FIRST_APPEARANCE,20
1172,247,USE,4550
1173,248,FIRST_APPEARANCE,7701
1174,248,FIRST_APPEARANCE,35
1175,248,FOUND,104
1176,248,FOUND,3796
1177,248,USE,2704
1178,248,USE,1693
1179,249,FIRST_APPEARANCE,7701
1180,249,FIRST_APPEARANCE,35
1181,249,FOUND,2275
1182,249,USE,2704
1183,249,USE,1693
1184,250,FIRST_APPEARANCE,3802
1185,250,FOUND,75
1186,250,USE,1686
1187,251,FIRST_APPEARANCE,7701
1188,251,FIRST_APPEARANCE,35
1189,251,FOUND,2513
1190,251,FOUND,4712
1191,251,FOUND,5412
1192,251,USE,2704
1193,251,USE,1693
1194,252,FIRST_APPEARANCE,3802
1195,252,FOUND,75
1196,252,USE,1686
1197,253,FIRST_APPEARANCE,7776
1198,253,FIRST_APPEARANCE,27
1199,253,LOCATION,1884
1200,253,LOCATION,5530
1201,253,LOCATION,7044
1202,253,ATTACK_METHOD,7192
1203,253,EFFECTIVE_WEAPON,7562
1204,254,FIRST_APPEARANCE,3802
1205,254,FOUND,75
1206,254,USE,1686
1207,255,FIRST_APPEARANCE,2786
1208,255,FIRST_APPEARANCE,24
1209,255,HOMELAND,2619
1210,255,HOMETOWN,5900
1211,255,KINDRED,63
1212,255,RACE,3729
1213,256,FIRST_APPEARANCE,7673
1214,256,FIRST_APPEARANCE,5
1215,256,APPEARANCES,7673
1216,256,APPEARANCES,7694
1217,256,APPEARANCES,7720
1218,256,APPEARANCES,7736
1219,256,APPEARANCES,7727
1220,256,APPEARANCES,7747
1221,256,APPEARANCES,7753
1222,256,APPEARANCES,7789
1223,256,APPEARANCES,7712
1224,256,APPEARANCES,7782
1225,256,APPEARANCES,7798
1226,256,APPEARANCES,7760
1227,256,APPEARANCES,7776
1228,256,APPEARANCES,7767
1229,256,APPEARANCES,7689
1230,256,LOCATION,1936
1231,256,LOCATION,4680
1232,256,LOCATION,2293
1233,256,LOCATION,2462
1234,256,LOCATION,2115
1235,256,LOCATION,7190
1236,256,LOCATION,7339
1237,256,LOCATION,8040
1238,256,LOCATION,8469
1239,256,LOCATION,6610
1240,256,LOCATION,3624
1241,256,LOCATION,8466
1242,256,LOCATION,7591
1243,256,LOCATION,1523
1244,256,LOCATION,3240
1245,256,LOCATION,8038
1246,256,LOCATION,4380
1247,256,LOCATION,5842
1248,256,WEAPON,7464
1249,256,WEAPON,6842
1250,256,EFFECTIVE_WEAPON,271
1251,256,EFFECTIVE_WEAPON,626
1252,256,EFFECTIVE_WEAPON,4789
1253,256,EFFECTIVE_WEAPON,627
1254,256,EFFECTIVE_WEAPON,8434
1255,256,EFFECTIVE_WEAPON,3445
1256,257,FIRST_APPEARANCE,7694
1257,257,FIRST_APPEARANCE,10
1258,257,APPEARANCES,7694
1259,257,APPEARANCES,7720
1260,257,APPEARANCES,7789
1261,257,LOCATION,2293
1262,257,LOCATION,166
1263,257,LOCATION,8040
1264,257,LOCATION,8469
1265,257,LOCATION,6610
1266,257,LOCATION,3624
1267,257,EFFECTIVE_WEAPON,271
1268,257,EFFECTIVE_WEAPON,626
1269,257,EFFECTIVE_WEAPON,4500
1270,257,SPOILS,5736
1271,257,SPOILS,3520
1272,257,SPOILS,2459
1273,258,FIRST_APPEARANCE,7720
1274,258,FIRST_APPEARANCE,11
1275,258,LOCATION,166
1276,258,EFFECTIVE_WEAPON,271
1277,258,SPOILS,2459
1278,259,FIRST_APPEARANCE,7694
1279,259,FIRST_APPEARANCE,10
1280,259,LOCATION,2293
1281,259,LOCATION,2880
1282,259,EFFECTIVE_WEAPON,271
1283,259,SPOILS,5736
1284,259,SPOILS,3520
1285,260,FIRST_APPEARANCE,7112
1286,260,FIRST_APPEARANCE,21
1287,260,APPEARANCES,7736
1288,260,APPEARANCES,7112
1289,261,FIRST_APPEARANCE,7795
1290,261,FIRST_APPEARANCE,33
1291,261,FOUND,8535
1292,261,USE,7361
1293,262,FIRST_APPEARANCE,7720
1294,262,FIRST_APPEARANCE,11
1295,262,APPEARANCES,7720
1296,262,APPEARANCES,7736
1297,262,APPEARANCES,7727
1298,262,APPEARANCES,7747
1299,262,APPEARANCES,7753
1300,262,APPEARANCES,7789
1301,262,APPEARANCES,7712
1302,262,APPEARANCES,7776
1303,263,FIRST_APPEARANCE,7798
1304,263,FIRST_APPEARANCE,24
1305,264,FIRST_APPEARANCE,7747
1306,264,FIRST_APPEARANCE,19
1307,264,LOCATION,6948
1308,264,EFFECTIVE_WEAPON,7464
1309,265,FIRST_APPEARANCE,7809
1310,265,HOMELAND,818
1311,265,KINDRED,4550
1312,265,KINDRED,5003
1313,265,RACE,3745
1314,266,FIRST_APPEARANCE,7760
1315,266,FIRST_APPEARANCE,25
1316,266,HOMELAND,8541
1317,266,HOMETOWN,3923
1318,266,RACE,201
1319,268,FIRST_APPEARANCE,7689
1320,268,FIRST_APPEARANCE,31
1321,268,LOCATION,7439
1322,268,LOCATION,4672
1323,268,SPOILS,3520
1324,268,SPOILS,5905
1325,269,FIRST_APPEARANCE,7694
1326,269,FIRST_APPEARANCE,10
1327,269,LOCATION,7440
1328,269,LOCATION,5668
1329,269,EFFECTIVE_WEAPON,3684
1330,269,EFFECTIVE_WEAPON,7464
1331,269,SPOILS,3520
1332,269,SPOILS,6742
1333,270,FIRST_APPEARANCE,7795
1334,270,FIRST_APPEARANCE,33
1335,270,LOCATION,6282
1336,270,LOCATION,8378
1337,270,EFFECTIVE_WEAPON,7464
1338,270,EFFECTIVE_WEAPON,3386
1339,270,SPOILS,6442
1340,271,FIRST_APPEARANCE,7673
1341,271,FIRST_APPEARANCE,5
1342,271,APPEARANCES,7673
1343,271,APPEARANCES,7694
1344,271,APPEARANCES,7720
1345,271,APPEARANCES,7736
1346,271,APPEARANCES,7727
1347,271,APPEARANCES,7789
1348,271,APPEARANCES,7782
1349,271,APPEARANCES,7798
1350,271,APPEARANCES,7760
1351,271,APPEARANCES,7776
1352,271,APPEARANCES,7767
1353,271,APPEARANCES,7795
1354,271,APPEARANCES,7701
1355,271,USE,709
1356,272,FIRST_APPEARANCE,7760
1357,272,FIRST_APPEARANCE,25
1358,272,APPEARANCES,7760
1359,272,APPEARANCES,7776
1360,272,FOUND,2220
1361,272,FOUND,8038
1362,272,USE,271
1363,273,FIRST_APPEARANCE,7701
1364,273,FIRST_APPEARANCE,35
1365,273,LOCATION,2979
1366,273,WARES,271
1367,273,WARES,627
1368,273,WARES,2586
1369,273,WARES,3820
1370,273,WARES,6870
1371,273,OWNER,1838
1372,273,EMPLOYEES,4058
1373,274,FIRST_APPEARANCE,7673
1374,274,FIRST_APPEARANCE,5
1375,274,APPEARANCES,7673
1376,274,APPEARANCES,7694
1377,274,APPEARANCES,7720
1378,274,APPEARANCES,7736
1379,274,APPEARANCES,7727
1380,274,APPEARANCES,7789
1381,274,APPEARANCES,7782
1382,274,APPEARANCES,7798
1383,274,APPEARANCES,7760
1384,274,APPEARANCES,7776
1385,274,APPEARANCES,7767
1386,274,APPEARANCES,7795
1387,274,APPEARANCES,7701
1388,274,USE,709
1389,277,FIRST_APPEARANCE,3802
1390,277,FOUND,75
1391,277,USE,1686
1392,278,FIRST_APPEARANCE,8636
1393,278,FIRST_APPEARANCE,6
1394,278,EFFECTIVE_WEAPON,7464
1395,279,FIRST_APPEARANCE,7736
1396,279,FIRST_APPEARANCE,16
1397,279,LOCATION,4254
1398,279,EFFECTIVE_WEAPON,2487
1399,279,EFFECTIVE_WEAPON,676
1400,279,EFFECTIVE_WEAPON,2475
1401,280,FIRST_APPEARANCE,7789
1402,280,FIRST_APPEARANCE,21
1403,280,COUNTRY,3345
1404,280,REGION,5639
1405,280,INHABITANTS,281
1406,281,FIRST_APPEARANCE,7789
1407,281,FIRST_APPEARANCE,21
1408,281,HOMELAND,3345
1409,281,HOMETOWN,5639
1410,281,KINDRED,4550
1411,281,KINDRED,4544
1412,281,RACE,3745
1413,282,FIRST_APPEARANCE,7701
1414,282,FIRST_APPEARANCE,35
1415,282,COUNTRY,3766
1416,282,REGION,8414
1417,282,POINT_OF_INTEREST,2749
1418,282,POINT_OF_INTEREST,2208
1419,282,INHABITANTS,3745
1420,283,FIRST_APPEARANCE,7701
1421,283,FIRST_APPEARANCE,35
1422,283,HOMELAND,3766
1423,283,HOMETOWN,2979
1424,283,RACE,2951
1425,284,FIRST_APPEARANCE,7701
1426,284,FIRST_APPEARANCE,35
1427,284,HOMELAND,3766
1428,284,HOMETOWN,8533
1429,284,RACE,3745
1430,285,FIRST_APPEARANCE,7798
1431,285,FIRST_APPEARANCE,24
1432,285,HOMELAND,3766
1433,285,KINDRED,287
1434,285,RACE,3728
1435,285,AFFILIATION,4226
1436,286,FIRST_APPEARANCE,7798
1437,286,FIRST_APPEARANCE,24
1438,286,FOUND,287
1439,286,USE,5958
1440,286,USE,1703
1441,287,FIRST_APPEARANCE,7798
1442,287,FIRST_APPEARANCE,24
1443,287,HOMELAND,3766
1444,287,KINDRED,285
1445,287,RACE,3729
1446,287,AFFILIATION,6219
1447,288,FIRST_APPEARANCE,7701
1448,288,FIRST_APPEARANCE,35
1449,288,HOMELAND,3766
1450,288,HOMETOWN,3507
1451,288,RACE,3745
1452,289,FIRST_APPEARANCE,7727
1453,289,FIRST_APPEARANCE,18
1454,289,REGION,7604
1455,289,POINT_OF_INTEREST,5246
1456,289,INHABITANTS,7369
1457,289,INHABITANTS,6855
1458,289,INHABITANTS,1767
1459,290,FIRST_APPEARANCE,7760
1460,290,FIRST_APPEARANCE,25
1461,290,HOMELAND,8541
1462,290,HOMETOWN,3922
1463,290,KINDRED,4100
1464,290,RACE,3745
1465,292,APPEARANCES,7720
1466,292,APPEARANCES,11
1467,292,FOUND,4738
1468,293,FIRST_APPEARANCE,7701
1469,293,FIRST_APPEARANCE,35
1470,293,COUNTRY,3766
1471,294,FIRST_APPEARANCE,7701
1472,294,FIRST_APPEARANCE,35
1473,294,HOMELAND,3766
1474,295,FIRST_APPEARANCE,2786
1475,295,FIRST_APPEARANCE,24
1476,295,COUNTRY,7873
1477,295,POINT_OF_INTEREST,6452
1478,295,INHABITANTS,5554
1479,295,INHABITANTS,5819
1480,296,FIRST_APPEARANCE,7798
1481,296,FIRST_APPEARANCE,24
1482,296,FOUND,297
1483,296,USE,2847
1484,297,FIRST_APPEARANCE,7798
1485,297,FIRST_APPEARANCE,24
1486,297,HOMELAND,3766
1487,297,RACE,3745
1488,297,AFFILIATION,6219
1489,297,AFFILIATION,4550
1490,297,AFFILIATION,2847
1491,297,AFFILIATION,5974
1492,297,AFFILIATION,169
1493,298,APPEARANCES,7720
1494,298,APPEARANCES,11
1495,298,FOUND,4738
1496,299,FIRST_APPEARANCE,7753
1497,299,FIRST_APPEARANCE,19
1498,299,APPEARANCES,7753
1499,299,APPEARANCES,7798
1500,299,COUNTRY,3669
1501,299,COUNTRY,3766
1502,299,REGION,2640
1503,300,FIRST_APPEARANCE,7736
1504,300,FIRST_APPEARANCE,16
1505,300,APPEARS_IN,7736
1506,300,APPEARS_IN,7727
1507,300,HOMELAND,3766
1508,300,HOMELAND,7604
1509,300,HOMETOWN,2949
1510,300,HOMETOWN,5845
1511,300,RACE,2951
1512,301,FIRST_APPEARANCE,3802
1513,301,APPEARANCES,3801
1514,301,FOUND,445
1515,301,FOUND,75
1516,301,USE,5914
1517,301,USE,8464
1518,302,FIRST_APPEARANCE,3802
1519,302,APPEARANCES,3801
1520,302,FOUND,445
1521,302,FOUND,75
1522,302,USE,5914
1523,302,USE,8464
1524,304,FIRST_APPEARANCE,7701
1525,304,FIRST_APPEARANCE,35
1526,304,HOMELAND,3766
1527,304,HOMETOWN,7128
1528,304,RACE,3195
1529,305,FIRST_APPEARANCE,7701
1530,305,FIRST_APPEARANCE,35
1531,305,HOMELAND,3766
1532,305,HOMETOWN,2264
1533,305,RACE,3745
1534,306,FIRST_APPEARANCE,7701
1535,306,FIRST_APPEARANCE,35
1536,306,HOMELAND,3766
1537,306,HOMETOWN,3507
1538,306,KINDRED,5991
1539,306,KINDRED,133
1540,306,KINDRED,3944
1541,306,RACE,3745
1542,307,DEVELOPER,5450
1543,307,PLATFORM,6602
1544,308,DEVELOPER,5450
1545,308,PLATFORM,6602
1546,308,MEDIA,6602
1547,309,DEVELOPER,5450
1548,309,PLATFORM,6602
1549,310,DEVELOPER,5450
1550,310,PLATFORM,6602
1551,310,MEDIA,6602
1552,312,FIRST_APPEARANCE,7789
1553,312,FIRST_APPEARANCE,21
1554,312,FOUND,2725
1555,312,FOUND,2710
1556,312,USE,4550
1557,313,FIRST_APPEARANCE,7798
1558,313,FIRST_APPEARANCE,24
1559,313,LOCATION,3787
1560,313,LOCATION,2517
1561,313,LOCATION,2734
1562,313,LOCATION,1624
1563,313,LOCATION,1523
1564,313,EFFECTIVE_WEAPON,7464
1565,313,EFFECTIVE_WEAPON,709
1566,313,EFFECTIVE_WEAPON,2859
1567,314,FIRST_APPEARANCE,7701
1568,314,FIRST_APPEARANCE,35
1569,314,HOMELAND,3766
1570,314,HOMETOWN,2979
1571,315,FIRST_APPEARANCE,7694
1572,315,FIRST_APPEARANCE,10
1573,315,LOCATION,3830
1574,315,WEAPON,4550
1575,315,EFFECTIVE_WEAPON,7464
1576,316,FIRST_APPEARANCE,7736
1577,316,FIRST_APPEARANCE,16
1578,316,LOCATION,2115
1579,316,WEAPON,4550
1580,316,EFFECTIVE_WEAPON,7464
1581,316,EFFECTIVE_WEAPON,626
1582,316,EFFECTIVE_WEAPON,639
1583,317,FIRST_APPEARANCE,7798
1584,317,FIRST_APPEARANCE,24
1585,317,LOCATION,7591
1586,317,EFFECTIVE_WEAPON,7464
1587,317,EFFECTIVE_WEAPON,7171
1588,317,EFFECTIVE_WEAPON,340
1589,317,EFFECTIVE_WEAPON,2130
1590,317,EFFECTIVE_WEAPON,627
1591,318,FIRST_APPEARANCE,7689
1592,318,FIRST_APPEARANCE,31
1593,318,FOUND,3766
1594,318,FOUND,4671
1595,318,USE,5271
1596,319,FIRST_APPEARANCE,7689
1597,319,FIRST_APPEARANCE,31
1598,319,HOMELAND,4671
1599,319,KINDRED,4853
1600,320,FIRST_APPEARANCE,7736
1601,320,FIRST_APPEARANCE,16
1602,320,COUNTRY,3766
1603,320,REGION,3776
1604,320,POINT_OF_INTEREST,642
1605,320,INHABITANTS,4854
1606,320,INHABITANTS,4859
1607,320,INHABITANTS,6240
1608,320,INHABITANTS,7088
1609,321,FIRST_APPEARANCE,7798
1610,321,FIRST_APPEARANCE,24
1611,321,LEARNED,3600
1612,321,REQUIREMENTS,7464
1613,322,FIRST_APPEARANCE,7727
1614,322,FIRST_APPEARANCE,18
1615,322,COUNTRY,7604
1616,322,REGION,4417
1617,322,INHABITANTS,4039
1618,322,INHABITANTS,4860
1619,323,FIRST_APPEARANCE,7727
1620,323,FIRST_APPEARANCE,18
1621,323,LOCATION,7606
1622,323,LOCATION,7130
1623,323,LOCATION,3859
1624,323,LOCATION,451
1625,323,LOCATION,7339
1626,323,EFFECTIVE_WEAPON,7464
1627,323,EFFECTIVE_WEAPON,3591
1628,323,EFFECTIVE_WEAPON,3684
1629,324,FIRST_APPEARANCE,7694
1630,324,FIRST_APPEARANCE,10
1631,324,APPEARANCES,7694
1632,324,APPEARANCES,7712
1633,324,APPEARANCES,7689
1634,324,USE,4550
1635,325,FIRST_APPEARANCE,2786
1636,325,FIRST_APPEARANCE,24
1637,325,COUNTRY,6456
1638,325,PURPOSE,8216
1639,325,PURPOSE,7934
1640,325,CHARACTERISTICS,8216
1641,327,FIRST_APPEARANCE,7689
1642,327,FIRST_APPEARANCE,31
1643,327,HOMELAND,4671
1644,327,HOMETOWN,7870
1645,328,FIRST_APPEARANCE,7798
1646,328,FIRST_APPEARANCE,24
1647,328,FOUND,2638
1648,328,USE,6442
1649,329,FIRST_APPEARANCE,7737
1650,329,HOMELAND,3766
1651,329,HOMETOWN,4680
1652,329,RACE,1959
1653,330,FIRST_APPEARANCE,8636
1654,330,FIRST_APPEARANCE,6
1655,330,EFFECTIVE_WEAPON,7464
1656,331,FIRST_APPEARANCE,8636
1657,331,FIRST_APPEARANCE,6
1658,331,FOUND,5367
1659,331,USE,8380
1660,332,FIRST_APPEARANCE,8636
1661,332,FIRST_APPEARANCE,6
1662,332,TITLE,8380
1663,332,HOMELAND,3766
1664,332,HOMETOWN,5367
1665,332,HOMETOWN,5265
1666,332,KINDRED,694
1667,332,RACE,3745
1668,333,FIRST_APPEARANCE,7789
1669,333,FIRST_APPEARANCE,21
1670,333,FOUND,433
1671,334,FIRST_APPEARANCE,7789
1672,334,FIRST_APPEARANCE,21
1673,334,HOMELAND,3345
1674,334,HOMETOWN,2177
1675,334,KINDRED,4087
1676,334,RACE,3745
1677,335,FIRST_APPEARANCE,7701
1678,335,FIRST_APPEARANCE,35
1679,335,FOUND,6309
1680,335,FOUND,216
1681,335,FOUND,3342
1682,335,FOUND,8516
1683,335,USE,2704
1684,335,USE,3520
1685,336,FIRST_APPEARANCE,7701
1686,336,FIRST_APPEARANCE,35
1687,336,USE,3520
1688,337,FIRST_APPEARANCE,7701
1689,337,FIRST_APPEARANCE,35
1690,338,FIRST_APPEARANCE,7782
1691,338,FIRST_APPEARANCE,23
1692,338,LOCATION,3797
1693,338,WARES,743
1694,338,WARES,1750
1695,338,WARES,6998
1696,338,WARES,6999
1697,338,OWNER,8427
1698,339,FIRST_APPEARANCE,7694
1699,339,FIRST_APPEARANCE,10
1700,339,APPEARANCES,7694
1701,339,APPEARANCES,7720
1702,339,APPEARANCES,7747
1703,339,APPEARANCES,7753
1704,339,APPEARANCES,7709
1705,339,APPEARANCES,7712
1706,339,APPEARANCES,7782
1707,339,APPEARANCES,7689
1708,339,LOCATION,3769
1709,339,LOCATION,3775
1710,339,LOCATION,4071
1711,339,LOCATION,3769
1712,339,LOCATION,8034
1713,339,LOCATION,6156
1714,339,LOCATION,5667
1715,339,LOCATION,1864
1716,339,LOCATION,3889
1717,339,LOCATION,4672
1718,339,WEAPON,340
1719,339,EFFECTIVE_WEAPON,7464
1720,339,EFFECTIVE_WEAPON,676
1721,339,EFFECTIVE_WEAPON,5914
1722,340,FIRST_APPEARANCE,7798
1723,340,FIRST_APPEARANCE,24
1724,340,FOUND,7056
1725,340,EFFECTIVE_AGAINST,550
1726,340,EFFECTIVE_AGAINST,778
1727,340,EFFECTIVE_AGAINST,1595
1728,340,EFFECTIVE_AGAINST,2780
1729,340,EFFECTIVE_AGAINST,5119
1730,340,EFFECTIVE_AGAINST,8612
1731,340,EFFECTIVE_AGAINST,410
1732,341,FIRST_APPEARANCE,7694
1733,341,FIRST_APPEARANCE,10
1734,341,APPEARANCES,7694
1735,341,APPEARANCES,7720
1736,341,APPEARANCES,7747
1737,341,APPEARANCES,7753
1738,341,APPEARANCES,7709
1739,341,APPEARANCES,7712
1740,341,APPEARANCES,7782
1741,341,APPEARANCES,7689
1742,341,LOCATION,3769
1743,341,LOCATION,3775
1744,341,LOCATION,4071
1745,341,LOCATION,3769
1746,341,LOCATION,8034
1747,341,LOCATION,6156
1748,341,LOCATION,5667
1749,341,LOCATION,1864
1750,341,LOCATION,3889
1751,341,LOCATION,4672
1752,341,WEAPON,340
1753,341,EFFECTIVE_WEAPON,7464
